13199	0.019221	-0.029474	9.792151	0.020130	0.014290	-0.025917	0.300076	0.162264	-0.631411	-0.296295	-0.127333	0.030009	
13200	0.022604	-0.036598	9.814419	0.009957	0.000284	-0.004743	0.299802	0.160784	-0.631925	-0.294907	-0.130138	0.036974	
13201	0.011667	-0.042059	9.812364	0.008099	0.005145	0.004207	0.299148	0.161913	-0.632212	-0.294927	-0.129466	0.046723	
13202	0.026296	-0.036645	9.810773	0.023121	0.004788	-0.010312	0.299948	0.160406	-0.631662	-0.286031	-0.129901	0.051140	
13203	0.021057	-0.047800	9.788406	0.014653	0.012692	-0.024060	0.299449	0.162668	-0.633227	-0.282728	-0.125555	0.044707	
13204	0.013631	-0.047671	9.799403	0.008178	0.005434	-0.012152	0.299924	0.161676	-0.633715	-0.283171	-0.124941	0.046635	
13205	0.031769	-0.062299	9.807061	0.011258	0.006451	-0.016379	0.299879	0.162925	-0.634234	-0.282695	-0.124825	0.046557	
13206	0.022755	-0.047705	9.799554	0.002241	0.011124	-0.016394	0.299591	0.161671	-0.633089	-0.286528	-0.121518	0.046232	
13207	0.026265	-0.042114	9.812605	0.022143	0.007068	-0.016126	0.300201	0.161667	-0.633320	-0.278614	-0.120774	0.046197	
13208	0.015526	-0.018438	9.797691	-0.002266	0.002344	-0.019518	0.300289	0.161524	-0.632038	-0.283359	-0.122123	0.041705	
13209	-0.001046	-0.043891	9.806586	0.005317	0.005504	-0.005818	0.300078	0.161420	-0.633324	-0.285207	-0.120640	0.046676	
13210	0.004414	-0.027421	9.810446	-0.006800	0.008726	-0.013211	0.300642	0.162268	-0.632284	-0.292977	-0.117672	0.045222	
13211	0.008042	-0.027417	9.812359	0.000504	0.012938	0.000484	0.301106	0.162766	-0.632780	-0.296484	-0.112507	0.051402	
13212	0.040973	-0.040425	9.803590	-0.002110	0.019143	-0.006400	0.299844	0.161420	-0.633077	-0.302184	-0.105809	0.057467	
13213	0.011864	-0.025739	9.797604	0.014977	0.013368	-0.014038	0.301101	0.162271	-0.632905	-0.297185	-0.100826	0.055953	
13214	0.026253	-0.049428	9.812577	0.008472	0.006471	-0.013475	0.299913	0.161529	-0.632053	-0.297342	-0.100683	0.057952	
13215	0.008371	-0.034947	9.801303	-0.004102	0.006790	-0.018266	0.298650	0.163003	-0.633000	-0.303830	-0.099332	0.051712	
13216	0.026571	-0.038638	9.805297	0.004240	0.014799	-0.015933	0.299714	0.163101	-0.632064	-0.305683	-0.094482	0.048825	
13217	0.037652	-0.047941	9.792473	-0.016868	0.001076	-0.005569	0.301124	0.161987	-0.633537	-0.320117	-0.098151	0.056155	
13218	0.022897	-0.040436	9.807082	0.004732	-0.002144	-0.021135	0.299787	0.163111	-0.632828	-0.321568	-0.102799	0.050324	
13219	0.019514	-0.033313	9.784816	0.005729	0.012625	-0.021201	0.300513	0.162115	-0.633305	-0.322015	-0.098758	0.045685	
13220	0.029978	-0.043950	9.825718	0.004268	0.001131	-0.013235	0.299853	0.161362	-0.632049	-0.323905	-0.101913	0.047812	
13221	0.033627	-0.043964	9.825778	0.003925	0.001360	0.002594	0.300791	0.161983	-0.632911	-0.325981	-0.105060	0.058955	
13222	0.029966	-0.038448	9.827591	0.002352	-0.004652	-0.011098	0.300369	0.160733	-0.631898	-0.328588	-0.111430	0.062961	
13223	0.021012	-0.025733	9.814519	0.001475	0.001498	-0.022732	0.300276	0.161496	-0.633184	-0.330909	-0.113726	0.057395	
13224	-0.002632	-0.029370	9.806701	0.007987	0.005082	0.002575	0.300541	0.159755	-0.633164	-0.329715	-0.112481	0.068292	
13225	0.026431	-0.058667	9.814485	0.013378	0.008995	-0.021190	0.300648	0.160996	-0.633294	-0.327135	-0.110788	0.067985	
13226	0.028295	-0.047720	9.812703	-0.004967	0.009966	-0.016961	0.301048	0.161235	-0.632896	-0.334431	-0.108660	0.069098	
13227	0.026552	-0.036793	9.807157	0.013244	0.001210	-0.012714	0.299008	0.162010	-0.633364	-0.330599	-0.111448	0.068778	
13228	0.021248	-0.036908	9.792243	0.005792	-0.012089	-0.016871	0.299469	0.160723	-0.630400	-0.331073	-0.121500	0.068133	
13229	0.030268	-0.047845	9.799764	0.006255	0.001093	-0.016929	0.300013	0.162989	-0.633202	-0.331912	-0.124418	0.066007	
