 4048	0.091424	-0.038533	9.805634	0.012506	0.010368	-0.019201	0.351477	0.138794	-0.662227	-0.324630	-0.571108	-0.091584	
 4049	0.084125	-0.038506	9.805513	0.011151	0.009224	-0.006531	0.349123	0.139708	-0.663726	-0.323737	-0.569746	-0.087460	
 4050	0.082212	-0.027443	9.814789	0.012926	0.010534	-0.026061	0.349914	0.138949	-0.663181	-0.321080	-0.567598	-0.094189	
 4051	0.091527	-0.027630	9.798265	0.006545	0.008122	-0.007315	0.350237	0.139079	-0.663934	-0.322217	-0.567346	-0.089753	
 4052	0.091482	-0.029425	9.801964	0.015865	-0.000428	-0.020211	0.349732	0.139580	-0.663956	-0.318042	-0.572014	-0.093522	
 4053	0.074965	-0.034781	9.809082	0.002619	0.005358	-0.013896	0.350415	0.140574	-0.664828	-0.321829	-0.572327	-0.094770	
 4054	0.080378	-0.045738	9.812837	0.008513	-0.004503	-0.006470	0.352493	0.138037	-0.662056	-0.322881	-0.578553	-0.085860	
 4055	0.084207	-0.027586	9.799996	0.011797	0.011261	-0.011817	0.351279	0.139824	-0.665045	-0.320951	-0.575938	-0.084857	
 4056	0.089702	-0.027623	9.798234	0.012621	0.001105	-0.021799	0.350907	0.138938	-0.663270	-0.318515	-0.579508	-0.088313	
 4057	0.102266	-0.038489	9.815080	-0.008756	0.004175	-0.016521	0.350836	0.139200	-0.664294	-0.328976	-0.581983	-0.087639	
 4058	0.080640	-0.016652	9.794419	0.001466	0.006442	-0.011261	0.351462	0.138550	-0.662481	-0.332215	-0.581862	-0.085583	
 4059	0.078620	-0.031137	9.809156	0.008427	0.011461	-0.032394	0.349902	0.139446	-0.663312	-0.332150	-0.578818	-0.096439	
 4060	0.084137	-0.031192	9.805541	0.005620	-0.004595	-0.011216	0.350398	0.139935	-0.663295	-0.333810	-0.585232	-0.095213	
 4061	0.080612	-0.033109	9.794356	0.003653	0.006979	-0.011793	0.350550	0.140323	-0.664693	-0.336678	-0.584750	-0.094764	
 4062	0.075032	-0.020187	9.805432	0.015740	0.017766	-0.019763	0.351227	0.138797	-0.662237	-0.331796	-0.577807	-0.097869	
 4063	0.091394	-0.031185	9.809368	0.020173	0.007514	-0.020249	0.351555	0.139815	-0.664651	-0.325080	-0.577760	-0.100771	
 4064	0.087914	-0.031308	9.794484	0.006525	0.005064	-0.018118	0.350284	0.138575	-0.663292	-0.326266	-0.578909	-0.101475	
 4065	0.083997	-0.038404	9.816630	0.003140	0.005720	-0.025506	0.350533	0.139338	-0.665071	-0.329731	-0.579450	-0.106789	
